date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:50:31	7161/7161	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-02/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-02/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:31	1921080/1921080	---M--	200	added ('OK')	application/pdf	etag:%225eae7036-1d5038%22	https://reberhardt.com/cs110l/spring-2020/slides/lecture-08.pdf	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/slides/lecture-08.pdf	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:31	1017852/1017852	---M--	200	added ('OK')	application/pdf	etag:%225eb14b33-f87fc%22	https://reberhardt.com/cs110l/spring-2020/slides/lecture-09.pdf	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/slides/lecture-09.pdf	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:31	2746410/2746410	---M--	200	added ('OK')	application/pdf	etag:%225eb44632-29e82a%22	https://reberhardt.com/cs110l/spring-2020/slides/lecture-10.pdf	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/slides/lecture-10.pdf	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:31	3431263/3431263	---M--	200	added ('OK')	application/pdf	etag:%225ebaccf8-345b5f%22	https://reberhardt.com/cs110l/spring-2020/slides/lecture-11.pdf	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/slides/lecture-11.pdf	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:32	2073074/2073074	---M--	200	added ('OK')	application/pdf	etag:%225ebd0230-1fa1f2%22	https://reberhardt.com/cs110l/spring-2020/slides/lecture-12.pdf	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/slides/lecture-12.pdf	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:32	67131/67131	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-03/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-03/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:32	1218893/1218893	---M--	200	added ('OK')	application/pdf	etag:%225ec36c8d-12994d%22	https://reberhardt.com/cs110l/spring-2020/slides/lecture-13.pdf	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/slides/lecture-13.pdf	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:32	1980069/1980069	---M--	200	added ('OK')	application/pdf	etag:%225eccfdc1-1e36a5%22	https://reberhardt.com/cs110l/spring-2020/slides/lecture-14.pdf	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/slides/lecture-14.pdf	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:32	2006401/2006401	---M--	200	added ('OK')	application/pdf	etag:%225ecdb7af-1e9d81%22	https://reberhardt.com/cs110l/spring-2020/slides/lecture-15.pdf	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/slides/lecture-15.pdf	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:33	2270380/2270380	---M--	200	added ('OK')	application/pdf	etag:%225ed33468-22a4ac%22	https://reberhardt.com/cs110l/spring-2020/slides/lecture-16.pdf	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/slides/lecture-16.pdf	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:33	35807/35807	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-04/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-04/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:33	194/194	---MC-	301	error ('Moved%20Permanently')	text/html	date:Fri,%2007%20Mar%202025%2003:50:33%20GMT	https://reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-16	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-16	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:33	764902/764902	---M--	200	added ('OK')	application/pdf	etag:%225eed5eac-babe6%22	https://reberhardt.com/cs110l/spring-2020/slides/lecture-17.pdf	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/slides/lecture-17.pdf	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:35	27729/27729	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-06/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-06/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:35	35109/35109	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-05/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-05/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:35	8748/8748	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-07/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-07/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:37	35719/35719	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-11/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-11/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:37	34853/34853	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-16/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/lecture-notes/lecture-16/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:37	8524/8524	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/handouts/course-information/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/handouts/course-information/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:38	4412/4412	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/handouts/course-material/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/handouts/course-material/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:38	22259/22259	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/handouts/tools-tips/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/handouts/tools-tips/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:39	31279/31279	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/handouts/style-guide/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/handouts/style-guide/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:39	38004/38004	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/assignments/week-1-exercises/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/week-1-exercises/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:40	25235/25235	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/assignments/week-2-exercises/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/week-2-exercises/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:41	58219/58219	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/assignments/project-1/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/project-1/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:41	42186/42186	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/assignments/week-3-exercises/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/week-3-exercises/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:41	2035/2035	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/assignments/week-4-exercises/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/week-4-exercises/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:42	1597288/1597288	---M--	200	added ('OK')	application/pdf	etag:%225eed5eac-185f68%22	https://reberhardt.com/cs110l/spring-2020/slides/lecture-18.pdf	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/slides/lecture-18.pdf	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:42	6511/6511	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/assignments/week-5-exercises/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/week-5-exercises/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:42	45529/45529	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/assignments/project-2/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/project-2/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:42	13718/13718	---MCZ	200	added ('OK')	text/html	date:Fri,%2023%20Apr%202021%2004:13:40%20GMT	https://reberhardt.com/cs110l/spring-2020/assignments/week-6-exercises/	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/week-6-exercises/index.html	(from https://reberhardt.com/cs110l/spring-2020/)
19:50:42	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2267c1fa65-4d7%22	https://reberhardt.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	D:/httprack_sites/cs100l/reberhardt.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://reberhardt.com/cs110l/spring-2020/handouts/course-information/)
19:50:43	62125/62125	---M--	200	added ('OK')	image/png	etag:%2257fad3d8-f2ad%22	https://reberhardt.com/blog/images/stanford-myth/04.png	D:/httprack_sites/cs100l/reberhardt.com/blog/images/stanford-myth/04.png	(from https://reberhardt.com/cs110l/spring-2020/handouts/tools-tips/)
19:50:43	74970/74970	---M--	200	added ('OK')	image/png	etag:%22768996286b133e5b5f3b4134724f5a0a%22	https://cloud.githubusercontent.com/assets/7141867/11717030/ae809a28-9f73-11e5-8c12-79fe9c460401.png	D:/httprack_sites/cs100l/cloud.githubusercontent.com/assets/7141867/11717030/ae809a28-9f73-11e5-8c12-79fe9c460401.png	(from https://reberhardt.com/cs110l/spring-2020/handouts/tools-tips/)
19:50:43	2571497/2571497	---M--	200	added ('OK')	video/mp4	etag:%225e6faab0-273ce9%22	https://reberhardt.com/cs110l/spring-2020/handouts/tools-tips/fzf.mp4	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/handouts/tools-tips/fzf.mp4	(from https://reberhardt.com/cs110l/spring-2020/handouts/tools-tips/)
19:50:43	1419379/1419379	---M--	200	added ('OK')	video/mp4	etag:%225e6faab0-15a873%22	https://reberhardt.com/cs110l/spring-2020/handouts/tools-tips/ag.mp4	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/handouts/tools-tips/ag.mp4	(from https://reberhardt.com/cs110l/spring-2020/handouts/tools-tips/)
19:50:44	972845/972845	---M--	200	added ('OK')	video/mp4	etag:%225e6faab0-ed82d%22	https://reberhardt.com/cs110l/spring-2020/handouts/tools-tips/airline.mp4	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/handouts/tools-tips/airline.mp4	(from https://reberhardt.com/cs110l/spring-2020/handouts/tools-tips/)
19:50:44	151/151	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2007%20Mar%202025%2003:50:43%20GMT	https://reberhardt.com/cdn-cgi/scripts/email-decode.min.js-cb/cloudflare-static/email-decode.min.js	D:/httprack_sites/cs100l/reberhardt.com/cdn-cgi/scripts/email-decode.min.js-cb/cloudflare-static/email-decode.min.js	(from https://reberhardt.com/cs110l/spring-2020/assignments/week-1-exercises/)
19:50:44	108284/108284	---M--	200	added ('OK')	image/png	etag:%225ea0db3b-1a6fc%22	https://reberhardt.com/cs110l/spring-2020/assignments/week-3-exercises/inspect-fds-two-pipes.png	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/week-3-exercises/inspect-fds-two-pipes.png	(from https://reberhardt.com/cs110l/spring-2020/assignments/week-3-exercises/)
19:50:44	121670/121670	---M--	200	added ('OK')	image/png	etag:%225ea0e863-1db46%22	https://reberhardt.com/cs110l/spring-2020/assignments/week-3-exercises/inspect-fds-stsh.png	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/week-3-exercises/inspect-fds-stsh.png	(from https://reberhardt.com/cs110l/spring-2020/assignments/week-3-exercises/)
19:50:45	30837/30837	---M--	200	added ('OK')	image/jpeg	etag:%225eaec504-7875%22	https://reberhardt.com/cs110l/spring-2020/assignments/project-1/bugspray.jpg	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/project-1/bugspray.jpg	(from https://reberhardt.com/cs110l/spring-2020/assignments/project-1/)
19:50:45	248/248	---M--	302	error ('Found')	text/html	date:Fri,%2007%20Mar%202025%2003:50:45%20GMT	https://www.cs.rutgers.edu/~pxk/419/notes/images/frames-4.png	D:/httprack_sites/cs100l/www.cs.rutgers.edu/_pxk/419/notes/images/frames-4.25.delayed	(from https://reberhardt.com/cs110l/spring-2020/assignments/project-1/)
19:50:46	50499/50499	---M--	200	added ('OK')	image/png	etag:%22c543-565605fad1e00%22	https://people.cs.rutgers.edu/~pxk/419/notes/images/frames-4.png	D:/httprack_sites/cs100l/people.cs.rutgers.edu/_pxk/419/notes/images/frames-4.png	(from https://reberhardt.com/cs110l/spring-2020/assignments/project-1/)
19:50:47	47674/47674	---M--	200	added ('OK')	image/png	etag:%225ecdb7af-ba3a%22	https://reberhardt.com/cs110l/spring-2020/assignments/project-2/stale-documentation.png	D:/httprack_sites/cs100l/reberhardt.com/cs110l/spring-2020/assignments/project-2/stale-documentation.png	(from https://reberhardt.com/cs110l/spring-2020/assignments/project-2/)
